industry_name,data.date,donut_deseasonalised
"Grocery &
Bulk Stores",2018-06-01,-2.8045469754519847
"Grocery &
Bulk Stores",2018-07-01,0.818885026933897
"Grocery &
Bulk Stores",2018-08-01,-1.1073989686661316
"Grocery &
Bulk Stores",2018-09-01,-4.174220410325093
"Grocery &
Bulk Stores",2018-10-01,-3.1529305734867985
"Grocery &
Bulk Stores",2018-11-01,-4.836466258262417
"Grocery &
Bulk Stores",2018-12-01,1.1962589827172456
"Grocery &
Bulk Stores",2019-01-01,-1.1607364344101834
"Grocery &
Bulk Stores",2019-02-01,-1.689605658841062
"Grocery &
Bulk Stores",2019-03-01,-0.9501881465656992
"Grocery &
Bulk Stores",2019-04-01,-0.9774005359862689
"Grocery &
Bulk Stores",2019-05-01,0.238057089242191
"Grocery &
Bulk Stores",2019-06-01,-0.3296001566369393
"Grocery &
Bulk Stores",2019-07-01,0.5807865869043312
"Grocery &
Bulk Stores",2019-08-01,-0.7371917529611198
"Grocery &
Bulk Stores",2019-09-01,0.9198457337829488
"Grocery &
Bulk Stores",2019-10-01,-0.26176531346955834
"Grocery &
Bulk Stores",2019-11-01,-1.24729818019919
"Grocery &
Bulk Stores",2019-12-01,5.615096020120582
"Grocery &
Bulk Stores",2020-01-01,-2.5185955560302515
"Grocery &
Bulk Stores",2020-02-01,-1.6587970829133898
"Grocery &
Bulk Stores",2020-03-01,-8.58834241587724
"Grocery &
Bulk Stores",2020-04-01,-15.58092047204654
"Grocery &
Bulk Stores",2020-05-01,-20.296656448408953
"Grocery &
Bulk Stores",2020-06-01,-15.940370017959815
"Grocery &
Bulk Stores",2020-07-01,-16.823555858839136
"Grocery &
Bulk Stores",2020-08-01,-19.544717110417874
"Grocery &
Bulk Stores",2020-09-01,-22.390112950634318
"Grocery &
Bulk Stores",2020-10-01,-26.44863270029353
"Grocery &
Bulk Stores",2020-11-01,-26.714901043499317
"Grocery &
Bulk Stores",2020-12-01,-26.651619932792897
"Grocery &
Bulk Stores",2021-01-01,-24.200908122445693
"Grocery &
Bulk Stores",2021-02-01,-26.155498750042444
"Grocery &
Bulk Stores",2021-03-01,-21.615790374867963
"Grocery &
Bulk Stores",2021-04-01,-19.50014273853794
"Grocery &
Bulk Stores",2021-05-01,-25.845117347722514
"Grocery &
Bulk Stores",2021-06-01,-24.521339649196374
"Grocery &
Bulk Stores",2021-07-01,-25.70633629408694
"Grocery &
Bulk Stores",2021-08-01,-25.10819357889188
"Grocery &
Bulk Stores",2021-09-01,-24.16081794435572
"Grocery &
Bulk Stores",2021-10-01,-23.87571342080002
"Grocery &
Bulk Stores",2021-11-01,-25.788341630038854
"Grocery &
Bulk Stores",2021-12-01,-29.880964358180506
"Grocery &
Bulk Stores",2022-01-01,-28.45120177154833
"Grocery &
Bulk Stores",2022-02-01,-27.691639896237724
"Grocery &
Bulk Stores",2022-03-01,-24.257880498481672
"Grocery &
Bulk Stores",2022-04-01,-23.411335759500943
"Grocery &
Bulk Stores",2022-05-01,-21.536146690620598
"Grocery &
Bulk Stores",2022-06-01,-19.016473231088234
"Grocery &
Bulk Stores",2022-07-01,-21.722699935695406
"Grocery &
Bulk Stores",2022-08-01,-22.907690626039553
"Grocery &
Bulk Stores",2022-09-01,-21.4721546845064
"Grocery &
Bulk Stores",2022-10-01,-20.0836347414978
"Grocery &
Bulk Stores",2022-11-01,-17.09710267511352
"Grocery &
Bulk Stores",2022-12-01,-22.197583938917823
"Grocery &
Bulk Stores",2023-01-01,-21.453073365998037
"Grocery &
Bulk Stores",2023-02-01,-18.132461475919147
"Grocery &
Bulk Stores",2023-03-01,-20.533745684304463
"Grocery &
Bulk Stores",2023-04-01,-21.874696364927054
"Grocery &
Bulk Stores",2023-05-01,-12.655819566586102
"Grocery &
Bulk Stores",2023-06-01,-18.155871029900574
"Grocery &
Bulk Stores",2023-07-01,-18.428536761838043
"Grocery &
Bulk Stores",2023-08-01,-12.376121159168921
"Grocery &
Bulk Stores",2023-09-01,-11.003720155889168
"Grocery &
Bulk Stores",2023-10-01,-8.892321335182777
"Grocery &
Bulk Stores",2023-11-01,-7.46471391191845
"Grocery &
Bulk Stores",2023-12-01,-11.449271406522618
"Restaurants &
Bars",2018-01-01,1.9660594061162826
"Restaurants &
Bars",2018-02-01,-0.071884336662011
"Restaurants &
Bars",2018-03-01,1.4817829491944146
"Restaurants &
Bars",2018-04-01,2.879693137441901
"Restaurants &
Bars",2018-05-01,3.284179748370395
"Restaurants &
Bars",2018-06-01,3.032752234827441
"Restaurants &
Bars",2018-07-01,5.503114588834943
"Restaurants &
Bars",2018-08-01,4.738308269948099
"Restaurants &
Bars",2018-09-01,1.7809977489772975
"Restaurants &
Bars",2018-10-01,0.5441499878017693
"Restaurants &
Bars",2018-11-01,-2.5315494667108753
"Restaurants &
Bars",2018-12-01,0.15222197660209846
"Restaurants &
Bars",2019-01-01,0.628977088994537
"Restaurants &
Bars",2019-02-01,-1.8934894622164498
"Restaurants &
Bars",2019-03-01,0.07333936298052368
"Restaurants &
Bars",2019-04-01,1.3688748883858453
"Restaurants &
Bars",2019-05-01,-0.852513980764253
"Restaurants &
Bars",2019-06-01,0.8530434412676207
"Restaurants &
Bars",2019-07-01,3.576391612257602
"Restaurants &
Bars",2019-08-01,3.8901828925933706
"Restaurants &
Bars",2019-09-01,0.49899764809670744
"Restaurants &
Bars",2019-10-01,-0.9772391511011538
"Restaurants &
Bars",2019-11-01,-4.620877032619778
"Restaurants &
Bars",2019-12-01,-2.5456885479526328
"Restaurants &
Bars",2020-01-01,-1.93537103575603
"Restaurants &
Bars",2020-02-01,-3.1364456603626065
"Restaurants &
Bars",2020-03-01,-10.533570575439409
"Restaurants &
Bars",2020-04-01,-12.137496526599818
"Restaurants &
Bars",2020-05-01,-15.295028070573059
"Restaurants &
Bars",2020-06-01,-17.532902052138432
"Restaurants &
Bars",2020-07-01,-21.487811754095837
"Restaurants &
Bars",2020-08-01,-24.089466362059213
"Restaurants &
Bars",2020-09-01,-25.772159607170167
"Restaurants &
Bars",2020-10-01,-29.220048524200383
"Restaurants &
Bars",2020-11-01,-27.72673549364569
"Restaurants &
Bars",2020-12-01,-28.56160884885427
"Restaurants &
Bars",2021-01-01,-26.373298500256244
"Restaurants &
Bars",2021-02-01,-26.454875930864784
"Restaurants &
Bars",2021-03-01,-29.785688804421486
"Restaurants &
Bars",2021-04-01,-29.69588997577555
"Restaurants &
Bars",2021-05-01,-30.937595472632154
"Restaurants &
Bars",2021-06-01,-25.662522441126683
"Restaurants &
Bars",2021-07-01,-21.75642611039097
"Restaurants &
Bars",2021-08-01,-21.235285680968573
"Restaurants &
Bars",2021-09-01,-19.821064484500894
"Restaurants &
Bars",2021-10-01,-18.399492064346045
"Restaurants &
Bars",2021-11-01,-18.641448505531038
"Restaurants &
Bars",2021-12-01,-21.903847366849163
"Restaurants &
Bars",2022-01-01,-25.633600744397743
"Restaurants &
Bars",2022-02-01,-23.005426209711267
"Restaurants &
Bars",2022-03-01,-18.080208913105853
"Restaurants &
Bars",2022-04-01,-19.623443363578453
"Restaurants &
Bars",2022-05-01,-16.58530859497428
"Restaurants &
Bars",2022-06-01,-18.27703102071387
"Restaurants &
Bars",2022-07-01,-20.806742199421752
"Restaurants &
Bars",2022-08-01,-20.948013717975606
"Restaurants &
Bars",2022-09-01,-19.340674459953167
"Restaurants &
Bars",2022-10-01,-20.35361834146859
"Restaurants &
Bars",2022-11-01,-19.91438548209072
"Restaurants &
Bars",2022-12-01,-21.055077816979686
"Restaurants &
Bars",2023-01-01,-23.038643183775754
"Restaurants &
Bars",2023-02-01,-22.690216808437608
"Restaurants &
Bars",2023-03-01,-23.274439862156438
"Restaurants &
Bars",2023-04-01,-24.853081462412767
"Restaurants &
Bars",2023-05-01,-23.617628200518382
"Restaurants &
Bars",2023-06-01,-28.105045967500175
"Restaurants &
Bars",2023-07-01,-32.40803473573086
"Restaurants &
Bars",2023-08-01,-31.644326170436962
"Restaurants &
Bars",2023-09-01,-28.543791229808164
"Restaurants &
Bars",2023-10-01,-25.35176908464056
"Restaurants &
Bars",2023-11-01,-22.883351961704044
"Restaurants &
Bars",2023-12-01,-25.480704167934217
