city,data.date,data.donut_effect_cumulative,donut_deseasonalised
Sydney,2018-02-01,3.82422756,-3.789581647858929
Sydney,2018-03-01,5.03555821,0.9079117107217085
Sydney,2018-04-01,1.461030823,-0.7209583156942745
Sydney,2018-05-01,0.192980653,-0.5423707679655607
Sydney,2018-06-01,0.875331318,1.0528866158272239
Sydney,2018-07-01,-0.425455394,3.5324507311403934
Sydney,2018-08-01,0.287733225,2.952779920249097
Sydney,2018-09-01,-1.666260683,2.458709112062884
Sydney,2018-10-01,1.322892909,3.14273655430713
Sydney,2018-11-01,3.510170344,0.47687215915806824
Sydney,2018-12-01,-3.892954156,-0.37195171834773777
Sydney,2019-01-01,-3.332128151,-1.9063582500379679
Sydney,2019-02-01,3.61995772,-3.9938514878589295
Sydney,2019-03-01,5.72509737,1.5974508707217092
Sydney,2019-04-01,5.280481833,3.098492694305725
Sydney,2019-05-01,1.959286158,1.2239347370344393
Sydney,2019-06-01,-2.998434386,-2.8208790881727763
Sydney,2019-07-01,-3.298467984,0.6594381411403933
Sydney,2019-08-01,-0.737184227,1.9278624682490966
Sydney,2019-09-01,-2.818097963,1.306871832062884
Sydney,2019-10-01,-0.866304435,0.9535392103071301
Sydney,2019-11-01,2.82926452,-0.20403366484193164
Sydney,2019-12-01,-5.363470456,-1.8424680183477378
Sydney,2020-01-01,-6.835646024,-5.409876123037968
Sydney,2020-02-01,-3.505819316,-11.119628523858928
Sydney,2020-03-01,-25.02797563,-29.155622129278292
Sydney,2020-04-01,-44.59850579,-46.780494928694274
Sydney,2020-05-01,-52.66603578,-53.40138720096556
Sydney,2020-06-01,-48.32063184,-48.14307654217277
Sydney,2020-07-01,-44.50232888,-40.54442275485961
Sydney,2020-08-01,-52.76752596,-50.102479264750905
Sydney,2020-09-01,-57.6598572,-53.534887404937116
Sydney,2020-10-01,-54.52705914,-52.70721549469287
Sydney,2020-11-01,-50.27603376,-53.30933194484193
Sydney,2020-12-01,-56.48027413,-52.959271692347734
Sydney,2021-01-01,-55.12722655,-53.70145664903797
Sydney,2021-02-01,-41.99496971,-49.60877891785893
Sydney,2021-03-01,-47.84800007,-51.97564656927829
Sydney,2021-04-01,-39.58214692,-41.76413605869428
Sydney,2021-05-01,-45.13988741,-45.87523883096556
Sydney,2021-06-01,-52.91762411,-52.74006881217277
Sydney,2021-07-01,-70.17140161,-66.2134954848596
Sydney,2021-08-01,-63.43207269,-60.7670259947509
Sydney,2021-09-01,-67.80889705,-63.68392725493712
Sydney,2021-10-01,-73.03745896,-71.21761531469286
Sydney,2021-11-01,-55.73402727,-58.76732545484193
Sydney,2021-12-01,-63.61449598,-60.09349354234774
Sydney,2022-01-01,-62.35949578,-60.93372587903797
Sydney,2022-02-01,-48.25939525,-55.873204457858925
Sydney,2022-03-01,-48.56233168,-52.68997817927829
Sydney,2022-04-01,-42.92403708,-45.106026218694275
Sydney,2022-05-01,-38.8330955,-39.568446920965556
Sydney,2022-06-01,-38.87008696,-38.692531662172776
Sydney,2022-07-01,-43.33371485,-39.37580872485961
Sydney,2022-08-01,-40.67197147,-38.00692477475091
Sydney,2022-09-01,-34.38807637,-30.263106574937115
Sydney,2022-10-01,-29.42250313,-27.602659484692868
Sydney,2022-11-01,-34.95099012,-37.98428830484193
Sydney,2022-12-01,-40.600356240000004,-37.07935380234774
Sydney,2023-01-01,-35.77706835,-34.35129844903797
Sydney,2023-02-01,-26.97054305,-34.58435225785893
Sydney,2023-03-01,-25.69640992,-29.824056419278293
Sydney,2023-04-01,-29.6122207,-31.794209838694275
Sydney,2023-05-01,-26.09584181,-26.83119323096556
Sydney,2023-06-01,-25.36828934,-25.190734042172778
Sydney,2023-07-01,-30.09017194,-26.132265814859608
Sydney,2023-08-01,-27.96361757,-25.298570874750904
Sydney,2023-09-01,-30.92324507,-26.798275274937115
Toronto,2018-01-01,-3.829761675,-3.7166554506336764
Toronto,2018-02-01,-1.149355845,-4.280501493291698
Toronto,2018-03-01,1.14930423,2.19506281113253
Toronto,2018-04-01,-2.139996838,-0.3660921604264469
Toronto,2018-05-01,-3.375784275,2.8546710697354767
Toronto,2018-06-01,1.871373974,4.437437837884628
Toronto,2018-07-01,6.657144379,3.0097786455906816
Toronto,2018-08-01,3.534028794,-1.0339617703266493
Toronto,2018-09-01,3.763712046,-2.196478133539621
Toronto,2018-10-01,-1.069493539,-2.389496983568953
Toronto,2018-11-01,-4.173908058,-1.5469564100553832
Toronto,2018-12-01,-4.768836657,-0.49838283232556346
Toronto,2019-01-01,-3.061970357,-2.9488641326336764
Toronto,2019-02-01,-1.607025394,-4.7381710422916985
Toronto,2019-03-01,1.558405348,2.60416392913253
Toronto,2019-04-01,-1.546229296,0.22767538157355327
Toronto,2019-05-01,-2.713509701,3.5169456437354767
Toronto,2019-06-01,2.423715583,4.989779446884628
Toronto,2019-07-01,6.655599065,3.0082333315906813
Toronto,2019-08-01,4.119590103,-0.44840046132664924
Toronto,2019-09-01,4.350996686,-1.609193493539621
Toronto,2019-10-01,-0.181402837,-1.5014062815689528
Toronto,2019-11-01,-5.198363279,-2.5714116310553825
Toronto,2019-12-01,-4.799805921,-0.5293520963255638
Toronto,2020-01-01,-3.948421393,-3.8353151686336773
Toronto,2020-02-01,-2.706113057,-5.837258705291699
Toronto,2020-03-01,-24.38246305,-23.336704468867467
Toronto,2020-04-01,-33.74611308,-31.972208402426446
Toronto,2020-05-01,-45.16579032,-38.935334975264524
Toronto,2020-06-01,-49.72533932,-47.159275456115374
Toronto,2020-07-01,-46.31530786,-49.96267359340931
Toronto,2020-08-01,-43.37211173,-47.94010229432665
Toronto,2020-09-01,-42.16922319,-48.12941336953962
Toronto,2020-10-01,-48.86891612,-50.188919564568955
Toronto,2020-11-01,-53.6246851,-50.997733452055385
Toronto,2020-12-01,-58.78179491,-54.51134108532557
Toronto,2021-01-01,-39.85158091,-39.738474685633676
Toronto,2021-02-01,-41.73476408,-44.8659097282917
Toronto,2021-03-01,-54.6995664,-53.65380781886747
Toronto,2021-04-01,-45.89270498,-44.11880030242644
Toronto,2021-05-01,-52.20262335,-45.97216800526453
Toronto,2021-06-01,-54.35426272,-51.78819885611537
Toronto,2021-07-01,-46.52696622,-50.174331953409315
Toronto,2021-08-01,-37.55070672,-42.11869728432665
Toronto,2021-09-01,-33.85673934,-39.81692951953962
Toronto,2021-10-01,-37.32588164,-38.64588508456895
Toronto,2021-11-01,-40.60468722,-37.97773557205539
Toronto,2021-12-01,-42.74925548,-38.47880165532557
Toronto,2022-01-01,-47.51065536,-47.397549135633675
Toronto,2022-02-01,-36.6123761,-39.7435217482917
Toronto,2022-03-01,-31.69461813,-30.64885954886747
Toronto,2022-04-01,-28.74252474,-26.968620062426446
Toronto,2022-05-01,-34.91594301,-28.685487665264525
Toronto,2022-06-01,-23.90104785,-21.334983986115372
Toronto,2022-07-01,-14.4141303,-18.06149603340932
Toronto,2022-08-01,-12.00926618,-16.577256744326647
Toronto,2022-09-01,-11.17583133,-17.13602150953962
Toronto,2022-10-01,-17.63857789,-18.958581334568954
Toronto,2022-11-01,-22.57363232,-19.946680672055386
Toronto,2022-12-01,-24.88141346,-20.610959635325564
Toronto,2023-01-01,-20.05886476,-19.945758535633676
Toronto,2023-02-01,-16.36239872,-19.4935443682917
Toronto,2023-03-01,-18.54077142,-17.495012838867467
Toronto,2023-04-01,-20.09658951,-18.322684832426447
Toronto,2023-05-01,-21.71535342,-15.484898075264523
Toronto,2023-06-01,-15.20182918,-12.635765316115371
Toronto,2023-07-01,-8.447910613,-12.095276346409317
Toronto,2023-08-01,-12.15070203,-16.718692594326647
Toronto,2023-09-01,-10.55020495,-16.51039512953962
