zip,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,estab_count,density2019,lat,lon,cbd_lon,cbd_lat,CityHallLat,CityHallLon,GoogleEarthLat,GoogleEarthLon,dist_to_cbd,dist_to_city_hall,dist_to_google,pp_growth
1810,1.756198347107438,1.2532637075718016,1.7414004914004917,1.7414004914004917,1.3401831583649766,1.5356265356265355,-1.514360313315927,1.912273844092026,1.912273844092026,1.8734643734643737,NA,NA,009,25,33201,32.17093822393822,30.848458301158303,1076.2612405415853,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35816,55,0.45705250869424663,0.40687890307798513,1915,1161.0304686978532,42.648044,-71.161751,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,33710.7889233656,33268.995837416005,33308.161940428014,NA
1821,-0.03963777174741592,-5.89622641509434,0.08842272159038933,0.08842272159038933,0.03658871238223008,-1.103759490197274,-4.009433962264151,-1.3168887398237643,-1.3168887398237643,-0.6585968228801414,NA,NA,017,25,30310,16.964009652509652,16.567811196911197,1829.4510747231843,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",32797,525,0.4389625933707104,0.39231020584177245,1272,1979.5614284954231,42.54933,-71.251725,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,26829.32149574577,26492.13296384395,26460.41924415358,NA
1824,1.8443736895239575,-2.6494565217391304,1.9282441562475736,1.9282441562475736,2.147239263803681,0.3688747379047915,-8.152173913043478,0.6127203541197485,0.6127203541197485,1.440552923817659,NA,NA,017,25,24911,18.13630386100386,17.74699884169884,1403.6739519849646,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25754,359,0.4586969526275396,0.4148023924525313,1472,1451.174941167387,42.59079,-71.355182,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,35807.23155773011,35511.44456899441,35459.24656890486,NA
1826,-0.25244455806224836,-4.094165813715456,-0.13005687991308237,-0.13005687991308237,-0.12142902792867644,0.6646641528727552,0.511770726714432,0.8640633987345818,0.8640633987345818,1.2078992778168338,NA,NA,017,25,29422,21.28491274131274,20.625975675675676,1426.4537330322523,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",31294,99,0.4062656755835072,0.3620221815737432,977,1517.213075980943,42.679723,-71.30068,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,41251.435363518365,40871.28253628539,40864.43911943217,NA
1830,-0.8363429005892415,-2.6345933562428407,-0.961794335677628,-0.961794335677628,-0.6158524995248051,-0.8971678388139137,-1.145475372279496,-1.1054932522334158,-1.1054932522334158,-0.06842805550275613,NA,NA,009,25,25137,15.091463706563706,13.797645173745174,1821.8326158895504,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26305,892,0.39991729882698773,0.35488380526658675,873,1906.484742052537,42.796313,-71.053436,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,49139.76572890158,48662.26912099991,48747.56895629502,NA
1832,-1.1302105715513535,6.352459016393443,-1.6944563816072196,-1.6944563816072196,-1.2161581435324451,-0.5113880532874946,-2.0491803278688523,-0.8487322733132789,-0.8487322733132789,-0.12892135797163728,NA,NA,009,25,22060,11.842384942084944,11.359444015444016,1941.99645422855,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23270,825,0.39344908829271497,0.34518857569036077,488,2048.5157520352836,42.791114,-71.132859,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,48938.1775377087,48474.71426455295,48537.23074559036,NA
1835,-0.5373262645078092,-3.6637931034482754,-0.7973921765295886,-0.7973921765295886,-0.4513540621865597,1.024502077661556,0,0.5853274108038401,0.5853274108038401,1.2895830348187418,NA,NA,009,25,13682,8.695914671814672,7.812837837837838,1751.2202715558244,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13958,544,0.4091340643646168,0.36499882223545455,464,1786.546743924587,42.751157,-71.094242,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,44207.303902569765,43736.65783019964,43809.33288596461,NA
1840,2.440337340750045,-4.9733570159857905,5.946527902386506,5.946527902386506,2.512111968419164,1.256055984209582,-1.4209591474245116,1.0820025121119683,1.0820025121119683,1.0586757581195048,NA,NA,009,25,4733,0.5756934362934363,0.49823088803088805,9499.611753710811,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5573,567,0.3481327631120918,0.29314806002226623,563,11185.577076575188,42.706763,-71.160403,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,40047.85019335353,39597.80873569696,39645.037138715794,NA
1843,-4.595632349412047,-5.13126491646778,-5.148788096952243,-5.148788096952243,-4.775617950563955,-3.923686105111591,-0.35799522673031026,-4.442044636429085,-4.442044636429085,-3.699704023678106,NA,NA,009,25,24425,3.5930567567567566,3.369234362934363,7249.421491334775,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25002,1129,0.3691671305087657,0.31387628153937375,838,7420.677016432018,42.689974,-71.160383,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,38221.78197704334,37773.58119536605,37818.94267858788,NA
1844,0.4037230022672129,5.4738081224249555,0.29791973270752953,0.29791973270752953,0.44548745077761426,-0.21677737560160693,-0.2942907592701589,-0.2306988584384074,-0.2306988584384074,0.5469153971600176,NA,NA,009,25,47249,23.00607722007722,22.21754942084942,2126.6521840460287,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",50282,59,0.3946894138867614,0.34460458278248224,1699,2263.165889610413,42.742751,-71.178588,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,44280.659700955744,43833.08414804639,43877.82136043866,NA
1845,0.49931911030413073,4.464831804281346,0.05965890668568835,0.05965890668568835,0.4441994682575708,-0.8267946306983983,-2.1406727828746175,-0.8524090525906232,-0.8524090525906232,-0.3534141754750016,NA,NA,009,25,28352,27.742879922779924,26.30637915057915,1077.7613991538556,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30842,28,0.4417321379738834,0.3983512751085284,1635,1172.4152466387984,42.673909,-71.091334,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,35612.727198883884,35143.15733526375,35214.19965718923,NA
1850,-5.72100798712154,0,-6.782861742306978,-6.782861742306978,-5.101851278558603,-6.705467153736611,0,-8.050894681443873,-8.050894681443873,-6.556869543681505,NA,NA,017,25,15237,1.477854054054054,1.3597440154440157,11205.785667697504,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",16151,730,0.3720320732260283,0.32466766523432006,139,11877.971012599748,42.656045,-71.303309,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,39073.97641674194,38705.35254485587,38691.46475817471,NA
1851,-5.1945512611614415,-5.307599517490953,-6.047057289969366,-6.047057289969366,-5.025092876230203,-5.966890438636511,0,-7.206869582219904,-7.206869582219904,-5.807208498989767,NA,NA,017,25,30190,3.382615057915058,3.3380436293436295,9044.21971438892,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30686,908,0.38705261586547657,0.32903468988321477,829,9192.80974348256,42.627812,-71.33533,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,37928.54265807344,37593.88209754882,37560.996032043666,NA
1852,-4.674659461893505,-8.727272727272728,-5.119047619047619,-5.119047619047619,-4.06112799729821,-4.235618597320725,-6.472727272727273,-4.761904761904762,-4.761904761904762,-3.9457390521220312,16.624625807862493,NA,017,25,33508,5.195406563706563,4.953185328185328,6764.939686251583,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35532,909,0.3871633830448587,0.33814795650487633,1375,7173.565624086525,42.631849,-71.295785,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,36457.917864587165,36096.88403233425,36078.52156396294,NA
1854,-3.2104226422918756,-3.629032258064517,-3.6365207174206033,-3.6365207174206033,-2.9477831150430243,-3.224245775304973,-1.8145161290322585,-3.68282821301448,-3.68282821301448,-3.2518920413311676,NA,NA,017,25,27606,4.471487644787644,3.933537065637066,7018.111063745373,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28937,1014,0.3807925501206709,0.32995759747894166,496,7356.483367804095,42.649481,-71.348229,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,40496.523052587734,40156.59411917801,40126.531208569235,NA
1862,1.7885719664878097,2.0634920634920633,1.183281558881672,1.183281558881672,1.920361479807964,5.638708462769462,0.9523809523809524,6.10279582038972,6.10279582038972,5.883460416078321,NA,NA,017,25,10227,9.656340926640926,9.240974517374518,1106.7014610603671,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",10623,540,0.4372690132893168,0.38901308838446735,630,1149.554084369246,42.578543,-71.295592,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,31594.474074164187,31267.810399410864,31230.683159208547,NA
1863,-2.6888604353393086,-6,-3.1049935979513443,-3.1049935979513443,-2.294067434912505,-3.1476739223218093,0,-3.6011523687580023,-3.6011523687580023,-1.3871105420401195,NA,NA,017,25,8891,4.947959845559845,4.623028957528957,1923.1979902527592,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9372,362,0.450101822234628,0.4073739432748353,350,2027.242330969392,42.63378,-71.38947,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,41241.75632939015,40934.63882715087,40887.89794735163,NA
1867,2.037723810663157,4.10958904109589,1.5827252063643975,1.5827252063643975,2.121465885073972,1.3159468835985166,0.4214963119072708,1.3338916138294057,1.3338916138294057,1.5990748494636515,NA,NA,017,25,23956,9.95415250965251,9.935661003861004,2411.1128580867125,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25077,85,0.46936817572409933,0.42670281060926535,949,2523.9387686692476,42.535183,-71.105423,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,20432.7048526551,19979.463300019,20030.075662925192,NA
1876,0.4469201373145929,0,0.6668177990802512,0.6668177990802512,0.4857827579506445,0.24612993069499323,-4.036557501904037,0.14800181358896294,0.14800181358896294,0.6509488956538636,NA,NA,017,25,28667,20.81737335907336,20.45605945945946,1401.3940493677812,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30878,130,0.43711457093411504,0.39146823222987304,1313,1509.4793824389835,42.611801,-71.227571,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,31781.185171391484,31386.733739488216,31389.06077415104,NA
1880,0.5014970059880239,-1.637355973317162,0.4887724550898204,0.4887724550898204,0.6586826347305389,0.2694610778443114,-7.39842328684051,0.4801646706586826,0.4801646706586826,1.0179640718562877,NA,NA,017,25,24733,7.447498455598455,6.907154054054054,3580.7801312153047,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26720,92,0.45236147027132345,0.4081680235672091,1649,3868.4528810121274,42.501528,-71.0675,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,16338.558532787618,15865.853693967932,15942.132322165431,NA
1886,3.3686632158409333,3.484320557491289,3.9228493961054967,3.9228493961054967,2.752444334894421,2.062279188234327,-0.17421602787456447,2.4665187741352392,2.4665187741352392,2.128009202201955,NA,NA,017,25,21951,31.36897104247104,30.266968725868725,725.2460660600877,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24342,42,0.4864425744491646,0.4389510727763303,1148,804.2430750323291,42.585295,-71.439826,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,40461.9869633032,40220.73420946404,40144.83714539262,NA
1890,1.341366874835078,6.565656565656567,0.818453689858387,0.818453689858387,2.067024364499956,6.645263435658369,1.414141414141414,6.917494942387194,6.917494942387194,7.278564517547717,NA,NA,017,25,21382,6.345162548262548,6.029087644787645,3546.4735727445395,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22738,35,0.5064698343449818,0.4634345972670584,990,3771.383224070028,42.452752,-71.144319,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,12968.568780455482,12613.955417036555,12591.25701449718,NA
1901,15.878220140515223,4.139433551198257,19.36768149882904,19.36768149882904,16.440281030444964,1.2646370023419204,0,2.8196721311475414,2.8196721311475414,0.4215456674473068,NA,NA,009,25,1689,0.27415945945945946,0.2476138996138996,6821.103349341982,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",2135,469,0.3451229778480281,0.2992739974932272,459,8622.294642300256,42.460711,-70.946073,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,14981.30913877989,14560.298850150832,14729.852938340988,NA
1902,-5.148969601740497,0.3726708074534162,-6.071191152474769,-6.071191152474769,-5.126810499385589,-4.8085252110150885,-2.857142857142857,-5.506738381579742,-5.506738381579742,-4.544630446606636,NA,NA,009,25,45139,2.4940258687258687,2.403045945945946,18784.076965382897,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",49641,1298,0.3525150931997964,0.30596382168868935,805,20657.53261345117,42.471039,-70.941535,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,16120.659108750837,15693.43447715042,15860.826454493828,NA
1906,1.5200907093756644,4.580152671755725,1.1668202111827652,1.1668202111827652,1.4279639997165332,0.7228403373254908,-0.4163775156141568,0.92870810006378,0.92870810006378,1.2224505704769328,NA,NA,009,25,26660,11.806734362934362,10.800521235521236,2468.399387273959,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28222,42,0.3977982661032025,0.3556517534755778,1441,2613.022037045974,42.468432,-71.013946,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,13162.73856141094,12683.358454521736,12811.39586850233,NA
1907,1.2239821966225946,1.675977653631285,1.1500196360780208,1.1500196360780208,0.6938080900641446,-0.4974473098573112,2.97951582867784,-0.8476240345594974,-0.8476240345594974,0.5170833878779946,NA,NA,009,25,14027,3.463808108108108,3.036380694980695,4619.644705022465,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15278,187,0.43295030324855566,0.3947229422219888,537,5031.648378365525,42.474287,-70.905908,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,18284.240852976494,17886.310878852062,18061.881125427462,NA
1915,-0.5538975766981019,-1.6040523427606586,-0.780947833353229,-0.780947833353229,-0.5443476184791691,-0.3533484541005133,1.7306880540312368,-0.70478691655724,-0.70478691655724,0.19577414348812225,11.08027843903078,2.3392515113151244,009,25,39502,16.62141081081081,15.093179922779925,2617.2085804383864,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",41885,25,0.43809020097344503,0.4007018985194656,2369,2775.094460828865,42.570269,-70.866996,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,28681.68808962317,28241.077978374306,28402.6726868534,8.741026927715655
1923,-0.32109756987520977,2.9021151008362023,-0.7578632416259213,-0.7578632416259213,-0.4415091585784135,0.3539370940669926,2.6561731431382194,0.05436765671750714,0.05436765671750714,1.0070787418813398,NA,NA,009,25,26342,14.109376447876448,13.202533976833976,1995.2230417449696,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27406,44,0.4109851645434476,0.3679749512434507,2033,2075.8136315413653,42.574174,-70.950516,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,25975.946363468993,25501.46877105445,25637.52082398946,NA
1930,2.231284397586367,8.636363636363637,2.5482395066640144,2.5482395066640144,1.3891651747231617,-1.140507923877727,0.7792207792207793,-1.5423380412439494,-1.5423380412439494,0.2121875207214375,NA,NA,009,25,28789,31.590664864864863,26.19591698841699,1098.9880603427468,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30162,26,0.39955455101766024,0.3536935564074585,1540,1151.40080850526,42.61991,-70.681824,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,42748.50603573212,42363.79534822968,42541.69917208607,NA
1938,2.9076845950010743,-2.066772655007949,3.7592207978228176,3.7592207978228176,2.9363317338680797,-0.4655160065888419,-1.9077901430842603,-0.5421471030580819,-0.5421471030580819,1.5612690682518084,NA,NA,009,25,13175,35.810092664092664,30.431360231660232,432.9415412161882,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13963,25,0.4309457985842849,0.3874064936267733,629,458.83588159405207,42.68386,-70.842664,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,40683.96980986653,40221.090116661966,40369.043936809816,NA
1940,2.092919697194597,0.4418262150220913,2.6398990648656673,2.6398990648656673,2.100341398248479,0.48241056850230074,-0.14727540500736375,0.6167433575775567,0.6167433575775567,1.8405818613626244,NA,NA,009,25,12108,11.208995366795367,10.548430115830117,1147.8485297854347,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13474,213,0.4396204823015706,0.3963005044537974,679,1277.34647260728,42.534118,-71.038574,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,20018.848380560135,19537.23934603123,19634.758754066715,NA
1945,2.239024390243902,8.751229105211406,2.030243902439024,2.030243902439024,1.4439024390243904,-0.726829268292683,2.261553588987218,-1.3565853658536586,-1.3565853658536586,1.224390243902439,NA,NA,009,25,19808,7.689747876447877,4.386314671814672,4515.863881650148,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",20500,40,0.4407476799021335,0.3990664046870291,1017,4673.627300778879,42.501835,-70.859126,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,23161.47711263296,22771.36973131253,22948.446904948232,NA
1950,-0.0387232394755767,-12.365204888569377,1.3309730596891076,1.3309730596891076,0.0774464789511534,-1.5876528184986447,-3.8102084831056793,-1.2092714499087236,-1.2092714499087236,0.2268075454998064,NA,NA,009,25,17416,10.65916447876448,8.348066409266409,2086.231606958484,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",18077,30,0.4288934122526573,0.3865308678221357,1391,2165.411619142657,42.812358,-70.891095000000007,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,52744.385211366694,52263.78685997567,52387.99842498677,NA
1951,3.9047619047619047,0,5.974603174603174,5.974603174603174,4.1269841269841265,1.2698412698412698,0,0.6285714285714283,0.6285714285714283,4.1269841269841265,NA,NA,009,25,3558,16.4011027027027,13.7653722007722,258.4746673105146,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3150,439,0.42411926665220695,0.3836378384449133,94,228.83507645534596,42.773351,-70.850211,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,49619.11617823664,49144.75013649808,49280.699952656934,NA
1960,-1.480200653644448,-2.8884826325411335,-1.59553849661777,-1.59553849661777,-1.2312837272934558,-2.1794482024777686,-5.6672760511883,-2.4310253097210612,-2.4310253097210612,-1.1039750703047806,NA,NA,009,25,50944,16.561284942084942,15.997102316602316,3184.5767434473837,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",52628,168,0.39681995681137494,0.3532206065542437,2735,3289.8458082237144,42.534202,-70.969734,-71.058701,42.3549,42.359184,-71.057761,42.358431,-71.059773,21255.701828683035,20781.44986291861,20917.935224183188,NA
