zip,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,density2019,lat,lon,cbd_lon,cbd_lat,CityHallLat,CityHallLon,GoogleEarthLat,GoogleEarthLon,dist_to_cbd,dist_to_city_hall,dist_to_google,estab_count,teleworkable_emp_mean,teleworkable_wage_mean
60018,-0.8289775943003629,3.0973451327433628,-1.7798049072810203,-1.7798049072810203,-0.3262642740619902,0.1198521823084862,1.422250316055626,-0.17678196890501713,-0.17678196890501713,0.33292272863468386,031,17,30099,16.602850193050195,16.34950308880309,1840.9733822805424,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",30037,1039,0.402445880604068,0.3432276455202408,1837.1812180989616,41.979388,-87.911763,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,26203.033300864852,25484.77177914411,25930.994373799247,3164,0.382361396897914,0.4467291313814791
60020,-0.6620610247553252,-2.088772845953003,-1.0391479562464014,-1.0391479562464014,0.8059873344847437,0.1823066589905968,0,0.379965457685665,0.379965457685665,0.8635578583765112,097,17,9825,5.843069111969112,4.568294208494208,2150.693355461118,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",10422,529,0.4087720362330956,0.35015000254030887,2281.3767074418083,42.389054,-88.173346,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,72628.04266128523,71846.10538460583,72446.12167369066,383,0.27808106209921674,0.33473486737336816
60021,-3.3358605003790753,-2.5316455696202533,-3.076194086429113,-3.076194086429113,-3.56330553449583,-1.4404852160727823,0,-1.3627748294162245,-1.3627748294162245,-1.6679302501895377,097,17,5545,2.331383783783784,2.1913482625482628,2530.4056387421783,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",5276,252,0.4473244924980741,0.3913293962782279,2407.6501623090594,42.194697,-88.217108,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,60240.976681319946,59477.31205481461,59998.89025511184,237,0.3992800860464135,0.446142467742616
60022,2.23114154173061,3.2710280373831773,1.462637232912289,1.462637232912289,2.6325109196080745,1.7825522370440323,0,2.352732853264077,2.352732853264077,1.4756227127847952,031,17,8153,5.374042084942085,3.9283208494208495,2075.441470419096,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",8471,173,0.5207582689020738,0.46761346457444847,2156.392088301259,42.135423,-87.761882,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,30757.844197702645,30022.95125525435,30656.48983222854,428,0.4930578385957944,0.5504737839883178
60025,0.522780017100281,-7.77507809788268,0.8660070844021008,0.8660070844021008,0.7670697447172347,0.3688774887016001,1.2148559527941687,0.3991694149261023,0.3991694149261023,0.38597776963478686,031,17,39105,11.606892277992278,11.505511196911195,3398.8059574874205,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",40935,1041,0.4577896862620076,0.4085996369307556,3557.8601680027505,42.075201,-87.821026,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,27224.02601309963,26444.100006405995,27051.622258594587,2881,0.3915755376570635,0.44436960771815337
60026,0.9557092932030525,-10.167597765363128,1.509164824192283,1.509164824192283,1.2267313315740676,-0.2852863561800157,-3.35195530726257,-0.11696740603380647,-0.11696740603380647,-0.0927180657585051,031,17,13335,4.074387644787644,4.074387644787644,3272.884458369944,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",14021,699,0.4664588356414906,0.4163855771501553,3441.2533176456677,42.092234,-87.837445,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,29555.17473131526,28775.32262562312,29382.967374045427,895,0.40154116694189945,0.447351116673743
60030,-0.6809688581314879,-3.757044458359424,-0.9638754325259515,-0.9638754325259515,-0.2685121107266436,-0.647750865051903,-3.819661865998748,-0.8149480968858132,-0.8149480968858132,-0.4650519031141868,097,17,36056,26.915375675675676,25.633159845559845,1406.6155018436243,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",36125,682,0.4360966948966432,0.3805366801485833,1409.3073276043078,42.337078,-88.044326,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,61663.15216274308,60886.69497875315,61500.620185784035,1597,0.37859199705072005,0.42918678443832187
60031,-1.4302836596084698,-0.798990748528175,-2.4458649620455453,-2.4458649620455453,-1.1852443734185643,-1.0973498468504461,-1.7241379310344827,-1.4992675456119324,-1.4992675456119324,-0.9508589692369156,097,17,37947,19.20242162162162,18.861093050193052,2011.9194523358549,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",37545,592,0.42896602286198365,0.37168214746853134,1990.6057353137185,42.373574,-87.939353,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,60908.27803125892,60157.08789160011,60788.02482068207,2378,0.3300299945786375,0.3823091037136249
60033,-6.049770123330657,0,-7.588119389914618,-7.588119389914618,-5.684886521199737,-2.05794351601839,0,-2.734437714369116,-2.734437714369116,-1.8463110267824563,007,17,13922,121.47088069498068,121.32885096525096,114.74599725655784,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",13703,461,0.3708502913994924,0.3073257035338741,112.94098551979684,42.424786,-88.608011,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,101335.32719698262,100567.99130817788,101097.25376999624,524,0.31198949529961834,0.3762981271354962
60034,-6.082375478927203,0,-1.5900383141762453,-1.5900383141762453,-5.220306513409962,-5.459770114942529,0,-4.540229885057471,-4.540229885057471,-5.507662835249042,111,17,2040,25.976704633204633,25.976704633204633,78.53190113238524,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",2088,280,0.3915616900236135,0.3352053259420814,80.37971057079432,42.456318,-88.419695,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,91809.27170959198,91028.06353577608,91598.69877310834,42,0.3188688336666667,0.384189101952381
60035,2.4902146038601702,0.20807324178110698,2.617087326224861,2.617087326224861,3.7960588473478203,0.3104332568497773,-2.6217228464419478,0.5743015251720879,0.5743015251720879,0.442029963557835,097,17,29763,15.345206177606178,12.683007722007725,2346.6831095872353,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",29636,38,0.4874303340922691,0.4362064806733104,2336.669711915039,42.185968,-87.805939,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,37348.29869193212,36604.010797033465,37236.501014708,2403,0.4192400640782355,0.4744097974802331
60040,-6.666666666666667,4.888888888888889,-9.118644067796609,-9.118644067796609,-5.555555555555555,-1.6384180790960452,0,-1.937853107344633,-1.937853107344633,-1.431261770244821,097,17,5431,0.7044258687258688,0.7044258687258688,7709.824753913891,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",5310,22,0.4201312700872437,0.3692568700573075,7538.053662913416,42.206369,-87.813102,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,39668.04503459744,38925.99969356017,39558.81860209981,225,0.27852342712,0.3202695955377778
60041,-0.06929206605843631,0,-0.2817877353043076,-0.2817877353043076,0.2887169419101513,-1.0278323132001386,-2.5735294117647056,-1.4251068252685066,-1.4251068252685066,-0.7275666936135812,097,17,9250,11.132577992277993,9.609023938223938,962.6367942746224,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",8659,564,0.40319330176673496,0.3456825353568207,901.132108283671,42.364552,-88.15112,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,69356.85054233548,68574.75339906442,69173.96827312025,272,0.30858972109191174,0.3643875254080882
60042,-0.3856942496493688,0,-1.1757830762038335,-1.1757830762038335,-0.3272557269752221,0.04675081813931744,0,0.42893875642823753,0.42893875642823753,0.10518934081346423,097,17,8547,5.103390733590734,4.576568725868726,1867.5563532322144,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",8556,308,0.42059321514577513,0.36069677523399474,1869.5228920387067,42.278206,-88.196627,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,64845.121421698575,64065.23958891259,64629.98405081338,231,0.25395460645887447,0.3092925587878788
60043,5.528455284552845,11.235955056179774,0.37398373983739835,0.37398373983739835,3.6585365853658534,1.3008130081300813,0,-0.3008130081300813,-0.3008130081300813,-0.3658536585365854,031,17,2513,0.6142988416988417,0.6142988416988417,4090.842810398772,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",2460,130,0.5243465644343752,0.47008349203605926,4004.565584393545,42.088859,-87.714588,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,24566.93059555546,23853.741774637303,24486.724884359977,89,0.4010659701123595,0.43841700235955056
60044,-0.8908908908908908,1.3221153846153846,-1.341341341341341,-1.341341341341341,-0.3103103103103103,-0.28028028028028024,-1.0817307692307692,-0.15315315315315325,-0.15315315315315325,-0.3703703703703704,097,17,9792,9.032891505791506,7.564493822393822,1294.4686359597383,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",9990,247,0.470087967448007,0.4146038006325478,1320.6435532309831,42.284408,-87.862297,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,49249.969748529336,48506.07774335028,49138.5953019713,832,0.425339188188702,0.4821547955252404
60045,3.9651746001703416,3.295454545454545,4.696697265070503,4.696697265070503,3.842150089902527,1.4762941232137787,-1.9318181818181817,2.3322608119617674,2.3322608119617674,1.1214157282104664,097,17,20925,22.785788030888032,21.154572586872582,989.1478503794,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",21134,438,0.49293449578578474,0.4377789255010097,999.0275111072036,42.235997,-87.864777,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,44447.30632563091,43691.58406081054,44321.172063351805,1760,0.4938867961460227,0.5519314247051137
60046,-0.965429529425367,-8.063021316033364,-1.3351254480286738,-1.3351254480286738,-0.6301306509423055,-0.2514741588622962,-2.0389249304911954,-0.32171349288935136,-0.32171349288935136,-0.26592669672794544,097,17,35111,26.00180694980695,22.900590347490347,1533.1919163318769,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL",34596,555,0.4307940490803521,0.37565897625021893,1510.7034131018086,42.416323,-88.059119,-87.626099,41.878201,41.883484,-87.632337,41.878114,-87.629798,69754.43649792035,68985.00655668757,69606.8623620832,1079,0.35645858727710844,0.40884192013531045
